Bank_Name,Year,Quarter,Capital_Adequacy_Ratio,Non_Performing_Loans_Ratio,Liquidity_Coverage_Ratio,Return_on_Assets,Loan_to_Deposit_Ratio,Net_Interest_Margin,Operational_Efficiency_Ratio,Went_Defunct
First State Bank,2021,1,7.97,9.35,68.61,-1.69,93.97,0.9,97.76,Yes
United America Trust,2021,1,9.33,1.45,110.87,2.53,88.54,3.15,53.91,No
Metropolitan America Trust,2021,1,6.18,8.31,77.73,-0.57,107.48,1.39,62.22,Yes
Metropolitan Coast Bancorp,2021,1,12.0,2.31,124.16,1.91,71.61,2.64,32.25,No
Central Coast Bancorp,2021,1,13.97,0.87,118.4,1.63,85.87,2.96,46.9,No
United Coast Financial,2021,1,13.5,4.16,124.06,1.81,76.97,2.21,50.46,No
Community America Bank,2021,1,15.99,2.16,121.08,2.01,66.05,3.16,57.75,No
First River Bancorp,2021,1,11.34,0.0,124.66,3.07,66.24,2.26,56.77,No
Community State Credit,2021,1,15.49,2.53,137.25,2.4,77.07,2.74,52.85,No
Community Mountain Credit,2021,1,5.94,6.81,67.46,-0.77,80.55,1.41,71.22,Yes
Community Mountain Credit,2021,1,11.5,2.33,110.73,1.02,66.17,2.28,57.12,No
First Valley Bank,2021,1,9.69,3.49,119.94,2.03,50.19,3.07,49.2,No
Community State Financial,2021,1,9.4,2.09,116.02,1.89,70.26,2.76,52.46,No
First Plains Credit,2021,1,11.83,2.47,114.71,1.47,62.91,3.72,59.56,No
National State Bank,2021,1,14.43,3.28,115.34,2.15,70.76,3.33,47.11,No
Metropolitan River Credit,2021,1,6.19,7.22,75.32,-0.34,101.41,1.06,82.26,Yes
Community State Trust,2021,2,15.29,0.27,110.3,2.34,72.7,3.13,56.67,No
Metropolitan Valley Financial,2021,2,12.43,1.44,126.29,2.01,65.52,3.35,56.51,No
Regional State Trust,2021,2,12.43,3.72,133.27,2.5,95.66,2.93,45.35,No
Metropolitan River Credit,2021,2,13.72,1.75,120.12,1.51,76.07,2.26,49.04,No
First Valley Trust,2021,2,11.97,1.56,102.43,1.12,62.54,3.27,52.89,No
Regional America Bancorp,2021,2,11.97,1.12,123.41,1.1,46.03,2.88,44.54,No
First America Bancorp,2021,2,14.03,2.16,136.51,1.73,74.87,2.87,63.82,No
First River Financial,2021,2,11.59,2.85,109.22,1.79,69.16,3.63,28.03,No
Regional Coast Trust,2021,2,5.33,5.9,49.23,-1.46,76.89,0.0,77.38,Yes
Community State Credit,2021,2,11.41,1.76,122.53,1.56,87.91,2.98,62.86,No
Metropolitan Mountain Credit,2021,2,8.64,1.17,126.86,1.89,59.27,2.08,57.33,No
United Plains Credit,2021,2,13.3,2.24,115.04,1.44,69.47,2.34,42.48,No
Central Valley Trust,2021,2,8.52,1.45,76.78,0.49,112.24,1.2,75.36,Yes
Metropolitan Valley Credit,2021,2,10.71,0.0,120.37,1.8,63.02,2.99,50.62,No
Metropolitan America Financial,2021,2,4.73,11.84,77.31,-0.1,98.45,1.26,71.04,Yes
First State Financial,2021,2,13.33,1.8,109.78,1.99,67.08,4.16,54.35,No
Central State Bancorp,2021,2,15.16,3.13,120.38,1.78,52.6,2.56,56.63,No
National Mountain Credit,2021,2,11.4,2.38,99.7,2.23,80.96,2.11,53.72,No
Community Plains Credit,2021,2,14.69,3.68,114.97,2.39,84.3,3.2,62.85,No
Community Coast Trust,2021,2,11.93,2.39,113.78,1.92,74.34,2.65,47.76,No
Community Mountain Credit,2021,2,13.52,4.05,99.51,2.99,67.4,3.48,61.61,No
Metropolitan Plains Credit,2021,2,15.13,1.27,117.75,1.97,66.43,3.66,49.23,No
Community Coast Credit,2021,2,8.76,1.37,104.22,1.89,76.73,2.67,45.97,No
Community State Credit,2021,2,11.45,2.14,125.16,2.4,92.56,3.06,57.36,No
First America Credit,2021,2,8.82,1.62,117.3,1.49,64.64,2.95,44.95,No
United America Bank,2021,2,11.2,8.54,90.01,0.49,90.41,1.02,75.65,Yes
Community Mountain Financial,2021,2,5.68,4.07,65.58,-0.64,105.0,1.13,79.4,Yes
United Valley Trust,2021,2,13.72,1.74,133.92,1.08,76.57,3.24,43.25,No
United River Credit,2021,2,5.29,8.39,79.16,-2.75,109.42,0.77,91.25,Yes
Regional Mountain Credit,2021,2,8.32,4.45,111.14,2.71,69.31,2.59,52.65,No
National America Bank,2021,2,14.06,0.45,127.02,1.99,75.77,3.01,44.28,No
Community State Financial,2021,2,9.77,2.67,126.67,2.33,74.28,3.47,64.06,No
United Mountain Credit,2021,2,8.25,0.0,137.18,1.33,59.14,2.86,33.46,No
Metropolitan Coast Bank,2021,2,11.24,1.05,117.67,2.14,66.56,2.8,52.58,No
United America Bank,2021,2,14.09,3.6,117.81,2.91,78.77,2.38,37.39,No
Regional America Credit,2021,2,4.85,11.33,64.99,-2.89,96.57,0.01,69.45,Yes
United Valley Financial,2021,2,10.83,2.15,130.24,2.35,58.21,2.81,50.76,No
United Valley Financial,2021,2,11.48,1.73,102.77,1.42,65.97,1.45,56.41,No
First State Bank,2021,2,9.25,2.69,125.99,1.73,80.01,3.37,46.91,No
United State Bank,2021,2,11.16,3.1,122.32,2.52,46.11,3.05,34.23,No
Central Coast Bank,2021,2,11.95,2.71,137.39,1.53,64.74,2.95,40.25,No
Metropolitan River Bank,2021,2,13.96,1.93,121.22,2.31,69.28,2.59,49.37,No
Community State Financial,2021,2,10.29,2.11,129.97,1.41,54.68,3.02,42.32,No
Central Plains Trust,2021,2,6.06,7.96,48.56,-0.31,82.45,0.99,73.41,Yes
Regional America Bank,2021,2,10.9,3.69,123.19,2.45,71.51,3.31,54.17,No
Regional Mountain Trust,2021,2,12.51,3.11,121.57,3.14,79.61,2.43,48.23,No
Central Valley Trust,2021,2,12.79,2.04,126.87,2.4,56.4,3.64,45.03,No
Metropolitan Valley Bank,2021,2,10.81,1.4,128.09,1.87,63.36,2.79,32.05,No
Regional State Trust,2021,2,10.32,0.76,117.31,2.33,75.54,3.63,60.34,No
Regional Coast Trust,2021,2,4.94,7.06,69.67,-3.15,81.74,0.92,78.27,Yes
United State Trust,2021,3,13.02,2.46,102.29,2.26,71.79,3.31,60.67,No
National Valley Trust,2021,3,5.71,10.74,61.11,-1.95,106.43,0.82,82.62,Yes
National River Financial,2021,3,15.99,2.39,122.12,1.57,53.0,2.96,60.67,No
Central Plains Bancorp,2021,3,11.35,2.4,134.26,2.7,74.29,3.09,34.81,No
Metropolitan Coast Bancorp,2021,3,10.74,1.72,111.48,2.12,89.12,3.76,52.44,No
Community State Bancorp,2021,3,7.56,4.81,84.64,-2.56,113.69,1.25,72.44,Yes
First Valley Bank,2021,3,5.58,3.6,59.08,-2.59,111.51,1.6,58.38,Yes
First Plains Bancorp,2021,3,15.68,1.99,122.9,1.26,83.21,3.1,61.39,No
Community Plains Financial,2021,3,14.44,3.33,113.52,1.9,63.88,3.45,53.33,No
Regional State Financial,2021,3,14.14,3.11,102.73,2.68,79.51,2.82,53.5,No
United Coast Financial,2021,3,5.75,8.85,66.29,-0.52,101.01,0.78,81.9,Yes
Regional America Credit,2021,3,17.41,1.31,117.5,1.67,64.37,3.41,57.16,No
National State Credit,2021,3,5.99,10.08,77.93,-1.16,76.99,1.41,81.7,Yes
National Valley Credit,2021,3,12.04,1.53,127.45,2.17,67.63,2.39,60.68,No
Community Coast Bancorp,2021,3,7.21,7.77,43.43,-1.04,96.38,0.69,87.54,Yes
United Mountain Bank,2021,3,13.43,2.44,130.38,1.49,65.46,3.04,43.78,No
United America Bank,2021,3,13.45,1.48,132.98,1.53,91.32,4.01,49.05,No
First Coast Credit,2021,3,14.29,1.6,130.13,1.91,57.15,1.23,47.31,No
Community River Trust,2021,3,6.56,10.99,70.37,0.0,93.19,0.83,90.54,Yes
United Mountain Financial,2021,3,1.07,7.04,66.0,0.36,92.08,1.26,89.22,Yes
National America Trust,2021,3,9.01,1.86,115.68,2.47,76.75,2.88,39.53,No
Metropolitan Plains Bancorp,2021,3,14.08,1.93,103.82,1.23,74.38,2.36,68.6,No
Central State Financial,2021,3,10.13,2.0,121.59,1.64,47.6,3.1,42.47,No
United Mountain Financial,2021,3,12.23,1.88,122.63,2.78,64.54,2.77,33.34,No
First Mountain Credit,2021,3,11.61,2.41,115.17,2.21,68.22,2.35,53.12,No
Regional Mountain Bancorp,2021,3,11.59,2.12,114.33,1.67,71.57,2.88,67.24,No
Community River Bank,2021,3,13.6,2.55,118.23,0.99,61.92,2.68,47.25,No
United Plains Credit,2021,3,11.93,2.66,122.73,2.58,66.88,3.13,53.44,No
Metropolitan River Bancorp,2021,3,6.49,10.85,78.04,-2.32,98.29,0.99,101.52,Yes
Central Coast Trust,2021,3,5.34,4.05,74.38,-0.5,98.89,0.89,89.49,Yes
Regional Mountain Credit,2021,3,10.29,1.66,114.78,2.55,72.85,2.47,40.35,No
Central Mountain Bank,2021,3,15.75,3.08,128.42,2.01,85.08,2.45,57.53,No
First Coast Bancorp,2021,3,11.11,1.75,127.26,1.93,65.65,2.75,30.14,No
Community Plains Credit,2021,3,13.53,0.99,138.58,1.86,83.09,2.1,57.31,No
Metropolitan America Bank,2021,3,7.98,10.91,54.72,-1.7,108.65,1.07,82.93,Yes
Community Valley Bank,2021,3,11.28,3.55,146.08,2.05,74.53,3.03,62.84,No
First River Bancorp,2021,3,13.66,0.93,113.87,1.5,96.95,3.32,44.04,No
United State Bank,2021,3,10.65,2.81,129.05,2.4,65.74,3.15,51.11,No
First State Financial,2021,3,10.13,1.07,124.12,2.1,75.53,3.4,64.99,No
Regional America Trust,2021,3,10.45,2.63,127.49,1.84,71.22,2.86,71.09,No
National River Bank,2021,3,12.21,2.45,117.36,1.76,56.98,3.55,57.68,No
Community Coast Credit,2021,3,11.4,1.1,121.8,1.75,67.78,2.37,52.17,No
National America Bank,2021,3,12.47,3.09,118.49,1.83,54.43,3.55,58.93,No
Community Plains Credit,2021,3,6.06,3.01,57.85,-1.55,114.48,1.15,65.07,Yes
National River Bancorp,2021,3,6.81,4.48,64.78,-0.03,111.48,1.55,79.77,Yes
Regional Mountain Credit,2021,3,13.77,1.41,117.42,1.84,70.24,2.36,47.75,No
United Valley Credit,2021,3,14.9,0.91,106.71,1.38,96.62,3.23,47.3,No
Regional State Trust,2021,3,6.14,7.68,63.6,-1.52,97.63,0.64,76.03,Yes
United Mountain Bank,2021,3,12.71,1.0,146.1,2.38,57.3,1.76,43.12,No
Metropolitan Coast Bancorp,2021,3,7.37,8.47,68.89,-1.6,86.44,0.8,69.88,Yes
Metropolitan Valley Credit,2021,4,5.2,10.99,62.29,-0.39,111.45,0.46,71.57,Yes
First Valley Bancorp,2021,4,14.14,1.07,119.43,3.02,79.8,3.04,58.41,No
National River Trust,2021,4,11.89,3.02,99.54,1.93,49.14,3.08,47.64,No
Regional Coast Bancorp,2021,4,14.72,2.71,114.74,1.8,73.81,2.71,49.68,No
Central Mountain Credit,2021,4,14.63,1.17,115.52,1.85,101.58,3.3,61.32,No
Central Plains Credit,2021,4,7.54,9.51,74.74,-0.63,78.24,1.18,78.92,Yes
Central Valley Bancorp,2021,4,13.09,1.93,127.63,2.47,40.88,2.78,31.43,No
National Coast Credit,2021,4,12.48,1.7,133.56,2.1,65.14,3.47,46.82,No
Metropolitan Plains Bank,2021,4,11.0,2.39,136.13,2.43,75.67,4.38,42.68,No
Central Coast Bancorp,2021,4,10.49,2.15,135.15,1.53,87.55,2.28,48.79,No
First River Bank,2021,4,12.35,1.12,113.79,2.4,84.42,1.94,51.8,No
Community Plains Bank,2021,4,11.77,2.11,116.83,1.35,85.42,3.58,48.96,No
Community State Financial,2021,4,11.02,1.39,94.14,2.18,77.8,3.07,49.14,No
National Coast Credit,2021,4,12.27,1.15,115.0,1.92,76.97,3.69,47.71,No
National Coast Bank,2021,4,9.91,2.04,140.11,1.52,78.86,3.67,46.4,No
Community State Bancorp,2021,4,4.6,8.72,73.53,-0.31,131.11,1.08,68.08,Yes
Metropolitan Plains Bancorp,2021,4,6.13,7.72,82.67,-1.2,93.86,0.31,85.47,Yes
First State Financial,2021,4,12.7,6.33,74.52,-1.55,80.78,1.22,80.28,Yes
Community Coast Financial,2021,4,7.23,3.61,124.16,2.04,65.78,3.2,54.51,No
National Coast Bank,2021,4,12.8,3.07,132.95,3.0,61.63,2.71,53.61,No
Central River Financial,2021,4,4.44,5.15,74.75,-0.1,119.14,0.9,84.63,Yes
Regional Coast Trust,2021,4,12.49,2.02,111.84,1.53,76.67,2.58,32.23,No
First Plains Trust,2021,4,11.94,3.46,92.05,1.86,76.75,2.09,47.87,No
First State Credit,2021,4,9.72,0.99,115.98,1.44,57.94,2.97,72.27,No
Community Valley Bank,2021,4,7.52,10.03,77.97,-1.7,104.66,1.55,88.28,Yes
Metropolitan Coast Credit,2021,4,12.39,2.52,144.63,2.42,66.85,2.96,39.46,No
Metropolitan Plains Bancorp,2021,4,16.69,3.6,120.83,3.09,76.32,2.78,59.06,No
Metropolitan Coast Bank,2021,4,6.8,9.51,56.31,-1.81,122.33,1.85,94.15,Yes
Central Mountain Bank,2021,4,16.44,2.58,125.07,1.54,64.19,2.01,46.79,No
Community Mountain Bancorp,2021,4,7.88,3.08,123.88,0.99,68.1,3.98,48.74,No
Community State Credit,2021,4,10.0,0.21,102.44,2.27,65.66,2.82,45.7,No
Central Plains Trust,2021,4,11.72,0.77,123.16,1.29,62.44,3.51,53.76,No
Central Valley Financial,2021,4,7.37,13.45,69.4,-0.98,96.04,0.78,69.89,Yes
National Coast Trust,2021,4,12.17,2.36,124.11,2.03,79.26,3.01,45.91,No
First Coast Bancorp,2021,4,10.15,0.45,134.6,1.65,60.74,2.79,47.22,No
Community Plains Bancorp,2021,4,15.28,1.67,146.33,2.03,90.57,3.45,53.61,No
Metropolitan State Bank,2021,4,9.16,10.37,76.35,1.32,92.52,0.5,73.24,Yes
First River Trust,2021,4,15.5,3.45,114.75,0.82,67.94,2.49,45.06,No
Metropolitan State Financial,2021,4,9.89,0.39,138.83,1.66,84.13,2.89,38.69,No
Central State Bancorp,2021,4,13.02,1.61,117.93,2.07,61.88,2.19,49.49,No
Central Mountain Bancorp,2021,4,7.93,4.3,71.54,0.51,98.65,1.04,80.55,Yes
National Plains Bancorp,2021,4,10.64,1.01,110.11,2.18,77.58,3.4,46.21,No
National Mountain Trust,2021,4,8.19,7.92,70.71,-4.34,87.74,0.24,86.27,Yes
First State Trust,2021,4,12.19,0.93,123.04,1.29,59.56,2.64,55.4,No
Community Mountain Bancorp,2021,4,14.8,1.41,133.22,2.02,72.36,2.97,48.03,No
Central Coast Financial,2021,4,12.88,2.74,111.15,1.91,86.69,3.09,52.87,No
United America Credit,2021,4,14.33,1.5,119.66,2.41,82.39,1.82,42.63,No
First River Financial,2021,4,10.0,1.88,110.77,2.33,71.72,3.44,59.53,No
Central Valley Bank,2021,4,13.36,1.66,121.04,1.77,56.35,3.48,49.16,No
United Mountain Bancorp,2021,4,8.99,2.54,117.76,0.97,56.26,2.65,52.11,No
Metropolitan River Financial,2022,1,13.58,2.75,126.03,1.98,87.22,3.35,52.22,No
Community Plains Financial,2022,1,13.13,1.6,119.43,0.96,66.13,3.88,51.48,No
Regional River Financial,2022,1,12.21,3.0,123.58,1.61,70.24,2.43,51.84,No
Central River Trust,2022,1,10.32,2.93,114.9,1.59,68.87,3.18,37.93,No
Regional River Financial,2022,1,10.96,2.11,133.38,0.74,76.15,2.81,45.05,No
Metropolitan State Credit,2022,1,10.64,1.64,126.21,1.73,86.59,3.31,51.98,No
Regional Mountain Financial,2022,1,11.67,3.19,133.36,1.42,62.98,3.32,59.37,No
Central Coast Bank,2022,1,11.4,1.26,120.79,2.74,70.41,2.37,51.1,No
Central State Credit,2022,1,13.57,1.9,132.58,2.43,69.38,3.02,31.58,No
Community State Credit,2022,1,14.42,1.67,116.0,1.73,74.57,2.44,40.16,No
First Mountain Financial,2022,1,5.89,5.12,73.35,-1.59,123.93,1.35,86.81,Yes
United Plains Trust,2022,1,10.79,4.41,115.61,1.64,77.07,3.1,41.82,No
Metropolitan River Bancorp,2022,1,16.39,2.98,120.04,3.2,78.11,2.99,72.81,No
National Valley Bank,2022,1,7.32,8.85,66.14,-0.95,93.84,1.72,63.91,Yes
National Plains Credit,2022,1,14.73,1.12,119.42,1.85,64.8,3.34,49.95,No
Metropolitan America Bancorp,2022,1,10.66,2.15,113.04,1.73,55.03,2.77,54.94,No
National Coast Bank,2022,1,6.07,12.45,96.13,-1.46,87.5,1.56,83.35,Yes
Central America Bancorp,2022,1,14.27,2.4,118.06,1.91,74.33,2.89,62.2,No
Metropolitan Valley Bank,2022,1,9.4,3.21,101.27,2.07,66.69,2.24,29.4,No
United River Financial,2022,1,3.8,7.14,63.98,-2.04,120.28,0.38,86.79,Yes
Central Mountain Trust,2022,1,4.22,3.63,63.96,-0.38,79.43,1.14,70.39,Yes
Community State Bank,2022,1,10.44,2.4,141.73,1.54,77.2,2.84,45.25,No
Community Valley Bancorp,2022,1,14.14,1.16,108.46,2.23,85.95,3.37,35.93,No
First Plains Financial,2022,1,10.77,2.98,135.81,2.11,64.21,3.82,49.25,No
National Plains Bank,2022,1,10.79,1.23,108.05,3.42,84.21,2.67,67.32,No
United Valley Bancorp,2022,1,13.07,2.47,112.82,1.74,69.58,2.02,45.13,No
Central State Financial,2022,1,12.01,3.31,113.83,2.41,49.4,3.58,41.0,No
Community Mountain Bancorp,2022,1,12.26,2.41,122.1,1.95,57.58,2.56,59.96,No
Central Plains Bancorp,2022,1,10.81,1.9,105.08,2.43,56.81,3.46,39.37,No
Community Plains Financial,2022,1,14.03,2.01,114.41,2.8,69.31,2.82,59.09,No
First Plains Credit,2022,1,3.04,0.0,81.58,-1.84,112.97,1.02,68.36,Yes
Regional Valley Credit,2022,1,13.21,1.59,109.23,1.47,52.67,3.2,40.65,No
United River Credit,2022,1,11.93,1.82,110.58,1.24,95.34,2.98,68.23,No
United Coast Trust,2022,1,8.33,6.04,71.81,-0.85,127.66,1.41,71.93,Yes
United Valley Financial,2022,1,6.7,9.41,58.25,-0.51,120.18,0.57,72.81,Yes
Community Mountain Credit,2022,1,8.32,5.94,60.18,-0.12,108.65,1.05,91.25,Yes
Regional Valley Financial,2022,1,14.39,1.92,139.74,2.79,50.16,2.48,27.45,No
Metropolitan River Credit,2022,1,11.35,0.79,111.86,2.55,52.45,3.06,51.24,No
Metropolitan State Bancorp,2022,1,11.84,2.13,97.68,1.6,85.43,2.4,66.67,No
Central America Bancorp,2022,1,9.19,0.47,110.48,2.56,64.54,3.17,50.74,No
Community Plains Trust,2022,1,11.89,3.27,127.72,1.43,67.24,3.87,53.2,No
National River Bancorp,2022,1,8.98,0.56,128.9,2.35,60.79,3.37,65.99,No
First Plains Trust,2022,1,14.92,3.6,125.55,1.91,65.98,2.99,41.24,No
Central Plains Trust,2022,1,5.28,10.83,53.91,-2.54,112.46,0.82,60.74,Yes
Central State Financial,2022,1,11.88,1.8,115.69,2.34,56.67,3.01,47.89,No
Regional Valley Trust,2022,1,12.08,0.27,114.77,2.01,75.41,3.92,58.06,No
Central River Bancorp,2022,1,12.92,3.27,116.96,2.78,81.19,2.78,69.24,No
Community Coast Trust,2022,1,12.89,4.19,123.03,1.72,62.32,2.82,44.29,No
National Coast Bancorp,2022,1,14.54,1.97,103.86,2.11,71.26,2.77,52.68,No
United Coast Bank,2022,1,11.91,2.63,125.75,2.18,57.01,4.06,34.44,No
First Mountain Credit,2022,2,11.74,0.91,123.96,2.07,68.31,3.76,61.08,No
United Plains Credit,2022,2,11.35,2.8,135.65,2.55,68.64,2.2,53.25,No
Metropolitan America Bank,2022,2,7.34,4.69,70.23,-1.08,120.82,1.93,91.75,Yes
Metropolitan River Financial,2022,2,11.83,3.15,126.49,1.96,90.92,2.63,56.04,No
National Coast Trust,2022,2,13.68,1.71,125.59,2.47,72.45,3.24,51.05,No
Regional Plains Bank,2022,2,13.6,1.77,116.88,2.01,81.84,2.13,40.91,No
Central Coast Bancorp,2022,2,16.55,2.28,115.93,2.4,62.15,1.95,53.55,No
Central River Financial,2022,2,4.54,7.3,73.29,-0.86,74.37,1.01,84.45,Yes
Community State Financial,2022,2,9.2,0.48,109.31,2.37,50.02,3.41,53.92,No
United Plains Credit,2022,2,11.48,0.52,112.04,2.39,82.57,2.48,61.42,No
United Mountain Bank,2022,2,13.37,1.99,112.62,1.71,88.23,3.09,63.3,No
Regional River Financial,2022,2,12.48,1.55,125.84,3.08,63.56,3.46,51.91,No
Community America Financial,2022,2,9.1,0.53,115.48,2.17,78.78,2.21,56.53,No
Community Valley Financial,2022,2,5.76,7.01,75.89,0.75,104.55,0.32,78.13,Yes
Central Mountain Credit,2022,2,13.7,2.89,126.66,1.74,56.32,3.29,37.86,No
Central America Financial,2022,2,13.39,2.69,115.32,1.94,71.99,2.69,36.18,No
First Valley Financial,2022,2,11.92,2.07,133.61,1.61,80.68,2.43,36.55,No
Central State Trust,2022,2,11.4,1.06,106.41,2.97,65.48,4.16,40.05,No
Metropolitan State Financial,2022,2,2.58,10.87,62.73,-0.86,79.67,0.98,66.28,Yes
Regional Coast Financial,2022,2,11.85,1.53,122.3,2.31,72.41,3.23,48.91,No
Metropolitan Coast Trust,2022,2,11.13,2.47,118.89,1.96,73.98,2.48,64.3,No
First State Trust,2022,2,11.5,2.12,119.55,2.33,73.39,2.98,64.49,No
Metropolitan Coast Bank,2022,2,5.59,3.24,129.2,1.08,79.29,3.53,55.62,No
National River Bancorp,2022,2,8.88,2.68,130.07,1.71,74.41,2.82,58.85,No
Central Plains Bancorp,2022,2,11.37,1.42,119.61,1.33,68.61,3.18,58.7,No
Community Coast Financial,2022,2,12.5,0.57,133.52,2.72,71.13,2.62,44.68,No
First Mountain Trust,2022,2,11.59,2.28,116.96,1.57,80.23,3.13,39.48,No
Regional Mountain Bank,2022,2,12.58,2.16,112.82,2.6,71.35,2.89,49.17,No
Metropolitan River Credit,2022,2,11.33,2.86,98.39,2.57,58.72,1.87,71.65,
First Coast Financial,2022,2,16.83,2.88,138.64,1.78,63.63,3.23,59.54,No
National River Financial,2022,2,3.38,6.36,69.73,-1.68,91.57,1.42,84.7,Yes
First River Financial,2022,2,13.6,2.34,111.27,2.21,60.48,2.84,39.64,No
United State Financial,2022,2,10.78,2.09,115.43,1.56,81.38,2.94,44.72,No
Regional Plains Trust,2022,2,9.84,0.13,117.78,1.31,77.12,3.01,65.58,No
Community Valley Trust,2022,2,12.45,1.27,101.2,2.4,57.01,2.8,66.74,No
United Mountain Bancorp,2022,2,13.22,2.39,129.44,2.45,85.81,2.7,46.23,No
Metropolitan State Credit,2022,2,10.16,1.97,118.68,1.12,63.46,3.72,52.44,No
Central Mountain Financial,2022,2,13.43,1.88,101.13,1.94,80.42,2.41,57.47,No
United State Trust,2022,2,8.6,2.02,125.45,1.84,94.72,2.75,44.22,No
National America Bank,2022,2,6.41,4.74,55.59,-2.1,111.37,0.85,97.02,Yes
Metropolitan Valley Bancorp,2022,2,5.12,9.13,75.11,-1.46,86.82,0.13,85.53,Yes
Central River Bancorp,2022,2,14.4,0.41,116.3,1.67,75.51,2.84,63.23,No
Central State Credit,2022,2,11.23,0.76,115.31,1.82,75.26,2.81,54.4,No
Central Plains Financial,2022,2,10.42,1.71,112.15,1.58,82.75,2.64,46.52,No
United River Bank,2022,2,14.09,2.75,136.41,2.24,64.0,4.03,55.82,No
National Plains Credit,2022,2,11.69,2.06,121.79,1.88,56.24,3.81,49.78,No
Central Plains Credit,2022,2,6.37,13.23,63.17,-0.34,88.12,1.16,82.02,Yes
First Coast Credit,2022,2,13.58,3.21,114.2,2.71,84.87,2.88,49.93,No
Central State Bancorp,2022,2,11.01,1.69,107.97,2.39,49.5,2.65,49.54,No
United Valley Financial,2022,2,14.6,1.45,124.28,1.96,79.45,3.19,58.3,No
National Plains Credit,2022,3,10.9,0.99,123.67,1.76,70.3,3.16,62.42,No
Community Plains Bancorp,2022,3,13.57,1.32,108.55,2.85,54.17,2.77,56.45,No
Community River Financial,2022,3,15.28,1.81,120.27,1.56,71.27,2.42,42.5,No
Regional Coast Trust,2022,3,13.53,1.57,129.17,1.92,56.31,3.58,36.85,No
Central River Credit,2022,3,10.8,1.8,130.06,1.74,60.73,3.08,47.86,No
Metropolitan Plains Financial,2022,3,11.07,2.22,107.96,1.14,91.39,3.05,51.74,No
Central Plains Credit,2022,3,10.44,2.9,114.67,0.61,64.33,2.86,48.3,No
Metropolitan Mountain Bancorp,2022,3,5.6,5.07,62.58,-1.3,75.32,0.02,80.98,Yes
Central Mountain Bank,2022,3,12.23,2.88,117.44,1.4,50.6,2.55,54.23,No
Metropolitan River Bancorp,2022,3,14.88,2.05,107.86,1.56,61.51,2.8,61.21,No
United Plains Bank,2022,3,14.4,1.83,121.83,1.6,52.9,3.89,26.78,No
National America Bank,2022,3,8.33,3.8,120.17,1.44,76.83,3.39,36.67,No
Metropolitan Plains Financial,2022,3,4.93,9.63,61.83,-0.72,121.37,0.0,76.59,Yes
National Mountain Bank,2022,3,12.52,0.21,114.7,2.52,62.96,2.26,61.31,No
Central Valley Trust,2022,3,6.89,6.79,69.02,0.03,104.42,1.32,73.07,Yes
Central Valley Credit,2022,3,8.17,2.62,131.01,1.89,78.88,2.83,49.09,No
Community Coast Credit,2022,3,15.5,1.71,116.49,1.07,76.9,2.65,51.47,No
National State Trust,2022,3,5.37,5.66,68.82,-1.04,117.64,1.76,86.51,Yes
Community Valley Trust,2022,3,14.54,2.85,124.95,2.73,56.92,2.66,41.79,No
Central State Financial,2022,3,11.4,2.69,108.85,2.25,64.13,2.83,52.0,No
First State Bancorp,2022,3,15.36,1.29,119.2,1.46,62.78,2.46,52.45,No
First River Credit,2022,3,6.85,9.06,62.46,-0.49,101.7,0.97,67.59,Yes
Central America Bancorp,2022,3,6.31,7.55,71.02,-0.6,110.42,0.45,77.83,Yes
United Plains Financial,2022,3,7.03,6.19,79.59,-0.91,70.68,1.42,78.83,Yes
Metropolitan River Financial,2022,3,8.46,1.75,107.32,2.38,69.64,2.54,58.11,No
United Valley Financial,2022,3,6.92,6.29,57.54,-1.84,87.14,1.37,63.19,Yes
Regional Mountain Credit,2022,3,11.91,1.75,130.36,2.12,75.35,2.74,37.69,No
National River Bancorp,2022,3,11.35,2.78,127.75,1.78,61.39,2.47,48.63,No
Community State Bancorp,2022,3,12.27,3.47,121.23,2.31,62.2,3.02,51.4,No
Central River Bank,2022,3,11.72,1.98,121.26,2.24,81.69,1.87,61.14,No
Regional Coast Bancorp,2022,3,8.58,2.31,143.56,1.98,71.8,2.84,56.67,No
National America Trust,2022,3,6.72,4.97,68.86,-2.12,98.22,0.79,81.37,Yes
United Coast Bank,2022,3,4.58,6.36,70.09,-0.92,104.11,0.91,72.13,Yes
Community River Credit,2022,3,6.16,6.46,80.25,0.15,79.42,1.31,88.18,Yes
Regional Plains Bank,2022,3,9.31,2.58,128.96,1.53,67.64,3.09,55.7,No
National Coast Trust,2022,3,4.02,10.47,49.71,0.32,108.25,0.69,88.64,Yes
National River Bancorp,2022,3,9.9,2.11,122.39,2.12,61.6,2.75,51.27,No
National Plains Trust,2022,3,4.55,7.81,63.86,0.0,123.44,0.85,89.2,Yes
Central Plains Trust,2022,3,11.58,1.06,115.74,2.04,52.13,3.31,50.86,No
Central Valley Bancorp,2022,3,14.0,2.61,121.2,1.82,85.23,4.08,46.61,No
Community State Credit,2022,3,14.08,1.29,114.12,1.81,76.85,2.46,65.5,No
National Coast Bancorp,2022,3,13.88,2.66,117.06,2.41,40.83,3.22,51.6,No
Community Mountain Bank,2022,3,2.23,8.22,75.91,-2.85,82.2,2.03,78.14,Yes
Regional River Bank,2022,3,13.95,3.13,123.94,2.51,48.87,2.88,19.19,No
